timestamp	title	description	evidence
2026-03-17T08:31:53.605161	FAM9B - X-Linked Meiotic Chromatin Regulator with SYCP3 Homology	FAM9B (UniProt Q8IZU0) encodes a 186aa X-linked nuclear protein (Xp22.31) with strong testis-enriched expression (5.9 nTPM testis, 3.6 nTPM liver per HPA) and nucleoplasmic localization. InterPro analysis reveals membership in the XLR/SYCP3/FAM9 family (IPR006888, IPR051443, PTHR19368) with a conserved Cor1/Xlr/Xmr coiled-coil domain (PF04803, positions 62-186) showing homology to synaptonemal complex protein SYCP3, critical for meiotic chromosome pairing. AlphaFold structure prediction shows hi	InterPro: IPR006888, IPR051443, PF04803, PTHR19368 | STRING: OGFOD1(0.641), PHYH(0.594), ZNF41(0.554), SPHAR(0.518), NUTM2F(0.456), SHBG(0.451), ST8SIA5(0.425), IZUMO3(0.415), JMJD1C(0.414), FAM47C(0.414) | HPA: testis 5.9 nTPM, liver 3.6 nTPM, nucleoplasm, tissue-enhanced | ClinVar: 182 pathogenic variants (Xp CNVs) | AlphaFold: pLDDT 79.1 | UniProt: Q8IZU0, 186aa | Chromosome: Xp22.31 | Function: meiotic chromatin regulation
2026-03-17T08:33:07.335339	SS18L2 - Chromatin Remodeling Adaptor with SS18-SSX Fusion Homology	SS18L2 (UniProt Q9UHA2) encodes a 77aa nuclear protein on chromosome 3p22.1 with homology to SS18, the synovial sarcoma translocation breakpoint protein. InterPro analysis confirms membership in the SS18 N-terminal domain family (IPR007726, PF05030, positions 13-72), which mediates interaction with SSX family proteins in the oncogenic SS18-SSX fusion complex. AlphaFold structure prediction shows confident folding (pLDDT 74.8), consistent with a stable protein-protein interaction domain. STRING i	InterPro: IPR007726, PF05030 | STRING: SSX4B(0.750), SSX2B(0.750), SSX4(0.720), CRAMP1(0.701), SSX1(0.668), DPF2(0.642), SSX2(0.638), SMARCA4(0.632), YY1AP1(0.625), GON4L(0.618) | HPA: nucleoplasm/nucleoli/mitochondria, low tissue specificity | ClinVar: 7 pathogenic variants (3p CNVs) | AlphaFold: pLDDT 74.8 | UniProt: Q9UHA2, 77aa | Chromosome: 3p22.1 | Function: chromatin remodeling adaptor
2026-03-17T08:34:31.918947	TMEM168 - Golgi-Localized Sodium Channel Regulator with Cardiac Arrhythmia Link	TMEM168 (UniProt Q9H0V1) encodes a 697aa multi-pass transmembrane protein on chromosome 7q31.1 with established role in cardiac electrical stability through modulation of SCN5A (Nav1.5 voltage-gated sodium channel) cell surface expression. InterPro analysis confirms membership in the TMEM168 family (IPR029713, PTHR14437) with a conserved transmembrane domain (cd21494, positions 17-695) spanning nearly the entire protein, consistent with its membrane topology. AlphaFold structure prediction shows	InterPro: IPR029713, PTHR14437, cd21494 | STRING: FAM174A(0.533), CEPT1(0.530), CCDC70(0.500), NDC1(0.500), TMEM140(0.453), SLC30A6(0.451), GPR85(0.439), TTC14(0.438), ZMYND19(0.431), PPP1R3A(0.430) | HPA: Golgi apparatus/cytosol, low tissue specificity, detected in all | ClinVar: 20 pathogenic variants (7q CNVs) | AlphaFold: pLDDT 83.4 | UniProt: Q9H0V1, 697aa | Chromosome: 7q31.1 | Function: SCN5A trafficking regulator, cardiac electrical stability
2026-03-17T08:36:10.868316	C11orf87 - Brain-Enriched Membrane Protein with Olfactory Receptor Interaction	C11orf87 (UniProt Q6NUJ2) encodes a 197aa predicted membrane protein on chromosome 11q22.3 with brain-enriched expression (18.0 nTPM in brain per HPA, tissue-enriched specificity). InterPro analysis identifies membership in the C11orf87 family (IPR037670, PTHR31870) but lacks annotated functional domains, consistent with true dark gene status. AlphaFold structure prediction shows low-medium confidence (pLDDT 57.8), suggesting partial intrinsic disorder with some structured regions, typical of me	InterPro: IPR037670, PTHR31870 | STRING: OR5W2(0.507), CCT8L2(0.479), C11orf53(0.479), COLCA2(0.468), TMEM17(0.461), TMEM87A(0.448), C11orf88(0.430), ARHGAP20(0.404) | HPA: brain 18.0 nTPM, tissue-enriched, predicted membrane protein | ClinVar: 15 pathogenic variants (11q CNVs) | AlphaFold: pLDDT 57.8 | UniProt: Q6NUJ2, 197aa | Chromosome: 11q22.3 | Function: neuronal membrane scaffold, GPCR/RhoGAP modulation
2026-03-17T08:37:25.481841	CCDC167 - Cytosolic Coiled-Coil Scaffold with ESCRT-III and Synaptic Adaptor Links	CCDC167 (UniProt Q9P0B6) encodes a compact 97aa cytosolic protein on chromosome 6p21.2 dominated by a single extensive coiled-coil domain (PF15188, residues 11-93; IPR028194) with high structural confidence (AlphaFold pLDDT 87.8), indicating a stable rod-like architecture typical of protein-protein interaction scaffolds. HPA data confirms ubiquitous low-level expression across all tissues with cytosolic localization. STRING interaction network reveals 10 medium-confidence partners linking CCDC16	InterPro: IPR028194, PF15188, PTHR31759 | STRING: CHMP7(0.493), LRRTM4(0.488), CCDC178(0.465), PRKCSH(0.455), FN3KRP(0.449), CCDC106(0.448), SAC3D1(0.443), METTL26(0.425), PKIA(0.425), ARFGEF3(0.407) | HPA: Cytosol, detected in all, low tissue specificity | ClinVar: 6 pathogenic variants (6p CNVs) | AlphaFold: pLDDT 87.8 | UniProt: Q9P0B6, 97aa | Chromosome: 6p21.2 | Function: ESCRT-III/synaptic scaffold adaptor
2026-03-17T08:39:29.364461	LRRC70 - Cytokine Sensitivity Scaffold with LRR Domains and Importin Interaction	LRRC70 (UniProt Q7Z2Q7) encodes a 622aa leucine-rich repeat (LRR) protein on chromosome 5q12.1 with established role in rendering cells highly sensitive to cytokine and lipopolysaccharide (LPS) activation. InterPro analysis reveals extensive LRR architecture including multiple typical LRR repeats (IPR001611, positions 65-118, 158-226, 229-250), BspA-type LRR regions (IPR026906, PF13306, positions 217-338), and membership in the Multifunctional Developmental and Immune Receptor family (IPR050328,	InterPro: IPR001611, IPR003591, IPR026906, IPR032675, IPR050328, PF13306, PF13855, PTHR24373 | STRING: IPO11(0.783), RPL12(0.621), ADGRL1/2/3(0.551), UBE2E3(0.516), IPO5(0.499), RPL23A(0.498), OR1B1(0.474), PDGFB(0.453), ADGRL2(0.551), ADGRL3(0.551) | HPA: Low tissue specificity, detected in many, cancer enhanced, membrane/intracellular | ClinVar: 9 pathogenic variants (5q CNVs) | AlphaFold: pLDDT 73.8 | UniProt: Q7Z2Q7, 622aa | Chromosome: 5q12.1 | Function: cytokine sensitivity modulator, LRR 
2026-03-17T08:40:32.015903	KLHL31 - Muscle-Enriched BTB-Kelch Transcriptional Repressor with CUL3 Ubiquitin Ligase Adaptor Function	KLHL31 (UniProt Q9H511) encodes a 634aa BTB-Kelch family protein on chromosome 6p12.1 with established function as a transcriptional repressor in the MAPK/JNK signaling pathway. InterPro analysis reveals canonical BTB-Kelch architecture: N-terminal BTB/POZ domain (IPR000210, residues 64-167) for protein dimerization and CUL3 binding, central BACK domain (IPR011705, residues 172-273) linking BTB to Kelch, and C-terminal Kelch-type beta-propeller (IPR015915, IPR006652, residues 301-627) with 4 Kel	InterPro: IPR000210, IPR006652, IPR011705, IPR015915, IPR017096, PF00651, PF01342, PTHR11210 | STRING: NTMT1(0.883), RPL23A(0.798), CUL3(0.753), PRODH(0.682), RCC1(0.607), TMEM214(0.600), TMEM38A(0.589), KLHL3(0.518), MYL2(0.506), KLHL40(0.498) | HPA: skeletal muscle 136.8 nTPM, heart muscle 47.2 nTPM, tongue 32.6 nTPM, tissue enhanced, intracellular | ClinVar: 9 pathogenic variants (6p CNVs) | AlphaFold: pLDDT 89.9 | UniProt: Q9H511, 634aa | Chromosome: 6p12.1 | Function: CUL3 E3 ligase adaptor
2026-03-17T08:42:04.113761	KBTBD13 - Skeletal Muscle CUL3 Adaptor for Thin Filament Ubiquitination (Nemaline Myopathy 6)	KBTBD13 (UniProt C9JR72) encodes a 458aa BTB-Kelch family protein on chromosome 15q22.31 with established function as a substrate-specific adapter of BCR (BTB-CUL3-RBX1) E3 ubiquitin ligase complexes. InterPro analysis reveals canonical BTB-Kelch architecture: N-terminal BTB/POZ domain (IPR000210, PF00651, residues 7-102) for CUL3 binding and dimerization, central BACK domain (residues 101-187) linking BTB to Kelch, and C-terminal Kelch-type beta-propeller (IPR015915, IPR006652, PF01344, residue	InterPro: IPR000210, IPR006652, IPR015915, PF00651, PF01344, PTHR24373 | STRING: TNNT1(0.932), TPM2(0.897), TPM3(0.884), NEB(0.864), CUL3(0.827), LMOD3(0.816), NAE1(0.692), CFL2(0.615), ACTA1(0.601), KLHL40(0.583) | HPA: skeletal muscle 28.8 nTPM, tissue enriched, intracellular | ClinVar: 56 pathogenic variants (Nemaline myopathy 6) | AlphaFold: pLDDT 90.2 | UniProt: C9JR72, 458aa | Chromosome: 15q22.31 | Function: CUL3 E3 ligase adaptor, thin filament ubiquitination, NEM6 disease gene | NOTE: W
2026-03-17T08:43:10.701259	SPATA4 - Testis-Enriched Microtubule-Binding Scaffold with CH Domain and Ciliary Protein Interactions	SPATA4 (UniProt Q8NEY3) encodes a 305aa spermatogenesis-associated protein on chromosome 4q34.2 with predicted microtubule-binding activity and role in cytoskeleton organization regulation. InterPro analysis reveals a central calponin homology (CH) domain (IPR001715, PF06294, residues 49-155) characteristic of actin/microtubule-binding proteins, embedded within a sperm-specific CH-like domain architecture (IPR010441, residues 55-150), and membership in the Spermatogenesis and Ciliary Microtubule	InterPro: IPR001715, IPR010441, IPR036872, IPR052111, PF06294, PTHR12509, G3DSA:1.10.418.10 | STRING: WDR90(0.754), SPATA17(0.738), PGK2(0.625), ASB5(0.562), FANK1(0.559), PLAAT5(0.543), ELMOD2(0.535), SPAG6(0.515), SPATA20(0.489), ZMYND10(0.422) | HPA: testis 130.4 nTPM, tissue enriched, nucleoplasm/vesicles/cytosol | ClinVar: 77 pathogenic variants (4q CNVs) | AlphaFold: pLDDT 74.7 | UniProt: Q8NEY3, 305aa | Chromosome: 4q34.2 | Function: microtubule binding, cytoskeleton regulation, spermatog
2026-03-17T08:44:33.553678	PRR11 - Cell Cycle Progression Scaffold with Helical Domains and Kinesin Interaction Network	PRR11 (UniProt Q96HE9) encodes a 360aa proline-rich protein on chromosome 17q22 with established critical role in cell cycle progression. InterPro analysis reveals two PRR11-specific helical domains: first helical domain (IPR059983, PF28521, residues 69-102) and second helical domain (IPR059984, PF28520, residues 104-135), plus membership in the Actin Dynamics and Cell Cycle Regulator family (PTHR23330, residues 157-359), suggesting structured scaffolding functions despite proline-rich sequence 	InterPro: IPR059983, IPR059984, PF28520, PF28521, PTHR23330 | STRING: SKA2(0.617), H1-1(0.564), GTSE1(0.513), CKAP2L(0.513), KIF14(0.472), PRDM15(0.460), KIF23(0.445), SORD(0.443), KIF18B(0.440), STAU1(0.423) | HPA: lymphoid tissue 19.1 nTPM, bone marrow 17.0 nTPM, tissue enhanced, immune cell enhanced, ER | ClinVar: 18 pathogenic variants (17q CNVs) | AlphaFold: pLDDT 66.2 | UniProt: Q96HE9, 360aa | Chromosome: 17q22 | Function: cell cycle progression, mitotic scaffold, kinesin recruitment
2026-03-17T08:45:50.550302	PRAMEF8 - Cancer-Testis Antigen with Leucine-Rich Repeats and Ribosomal Protein Interaction Network	PRAMEF8 (UniProt Q5VWM4) encodes a 474aa PRAME family member on chromosome 1p36.21 with predicted ubiquitin-like ligase-substrate adaptor activity and involvement in proteasome-mediated protein catabolism as part of Cul2-RING E3 ubiquitin ligase complexes. InterPro analysis reveals canonical PRAME architecture: N-terminal PRAME-like domain (IPR060378, PF27091, residues 6-112), C-terminal leucine-rich repeat (LRR) domain (IPR060377, PF27089, residues 145-474) forming a curved solenoid structure (	InterPro: IPR026271, IPR032675, IPR050694, IPR060377, IPR060378, PF27089, PF27091, PTHR14224, PIRS F038286, G3DSA:3.80.10.10, SSF52047 | STRING: FAU(0.961), RPL23(0.720), MRPL36(0.719), MRPL17(0.717), TUFM(0.717), RPS11(0.716), RPS3(0.716), MRPL12(0.716), RPS15(0.716), RPS18(0.716) | HPA: not detected (cancer-testis antigen pattern) | ClinVar: 24 pathogenic variants (1p CNVs) | AlphaFold: pLDDT 86.6 | UniProt: Q5VWM4, 474aa | Chromosome: 1p36.21 | Function: Cul2-RING E3 ligase adaptor, ribosomal
2026-03-17T08:46:54.145470	NKAPD1 - Cytosolic Scaffold with NF-κB-Associated Domain and Spliceosome-Interacting Network	NKAPD1 (UniProt Q6ZUT1) encodes a 292aa uncharacterized protein on chromosome 11q23.1 with predicted identical protein binding activity and membership in the NF-kappa-B-activating protein family. InterPro analysis reveals a central PFAM domain (PF15692, residues 88-163) homologous to NF-kappa-B-activating proteins, embedded within the NKAPD1 family signature (IPR043407, residues 1-292, PTHR46940), suggesting conserved scaffolding functions potentially linked to NF-κB signaling or stress response	InterPro: IPR043407, PF15692, PTHR46940 | STRING: CSNK2A1(0.615), TIMM8B(0.589), PIH1D2(0.574), PNN(0.564), C9orf78(0.541), RP9(0.527), DHX8(0.509), CSNK2A2(0.505), SREK1IP1(0.502), SYF2(0.482) | HPA: ubiquitous, low tissue specificity, cytosol | ClinVar: 18 pathogenic variants (11q CNVs) | AlphaFold: pLDDT 61.7 | UniProt: Q6ZUT1, 292aa | Chromosome: 11q23.1 | Function: protein binding scaffold, NF-κB-associated, spliceosome/kinase coordination
2026-03-17T08:48:13.079242	ZNF569 - KRAB-ZNF Transcriptional Repressor with Chromatin Modifier and Deubiquitinase Interaction Network	ZNF569 (UniProt Q5MCW4) encodes a 686aa C2H2 zinc finger protein on chromosome 19q13.12 with predicted DNA-binding transcription factor activity and involvement in transcriptional regulation by RNA polymerase II. InterPro analysis reveals canonical KRAB-ZNF architecture: N-terminal KRAB repressor domain (IPR001909, IPR036051, PF01352, cd07765, residues 8-79) for transcriptional corepressor recruitment, followed by multiple C2H2-type zinc finger DNA-binding domains (IPR013087, IPR036236, PF00096,	InterPro: IPR001909, IPR013087, IPR036051, IPR036236, PF00096, PF01352, cd07765, G3DSA:3.30.160.60, PS00028, PS50157 | STRING: ZUP1(0.858), UBC(0.820), YOD1(0.786), SETDB1(0.699), HDAC6(0.671), USP44(0.642), USP5(0.564), ZPR1(0.527), OTUD7A(0.448), TRIM28(0.400) | HPA: ubiquitous, low tissue specificity, nucleoplasm/Golgi/vesicles | ClinVar: 11 pathogenic variants (19q CNVs) | AlphaFold: pLDDT 75.9 | UniProt: Q5MCW4, 686aa | Chromosome: 19q13.12 | Function: KRAB-ZNF transcriptional repressor, ch
2026-03-17T08:51:10.319737	C1orf198 - Mitochondrial Electron Transport Chain Scaffold with DUF4706 Domain and Brain-Enriched Expression	C1orf198 (UniProt Q9H425) encodes a 327aa uncharacterized protein on chromosome 1q42.2 with predicted involvement in mitochondrial electron transport chain assembly or regulation. InterPro analysis reveals a defining Domain of Unknown Function (DUF4706, IPR031600, PF15797, residues 31-134) as the sole structured domain, embedded within a protein family conserved from zebrafish to human (PTHR34394). AlphaFold structure prediction shows medium confidence (pLDDT 60.1), indicating a partially struct	InterPro: IPR031600, PF15797, PTHR34394 | STRING: COX5A(0.995), COX7C(0.994), UQCRFS1(0.987), UQCRQ(0.984), UQCRB(0.981), CYC1(0.980), UQCR10(0.974), MT-CO3(0.973), MT-CO2(0.972), UQCRC2(0.966) | HPA: brain(144.0 nTPM), ubiquitous, cytosol, immune enriched | ClinVar: 43 pathogenic variants (1q CNVs) | AlphaFold: pLDDT 60.1 | UniProt: Q9H425, 327aa | Chromosome: 1q42.2 | Function: ETC scaffold, Complex III/IV assembly, mitochondrial respiration regulator
2026-03-17T08:56:01.507267	ZNF763 - KRAB-ZNF Transcriptional Repressor with Deubiquitinase Network	ZNF763 encodes a 394aa C2H2 zinc finger protein with an N-terminal KRAB repression domain (PF01352, IPR001909, aa 3-44) and multiple C2H2 zinc fingers (PF00096, IPR013087, aa 144-362) arranged in clusters. The AlphaFold structure (pLDDT 67.2) shows medium confidence with structured zinc finger regions and flexible linkers typical of KRAB-ZNF proteins. HPA data shows ubiquitous expression across all tissues with nucleoplasmic localization and low tissue specificity (nTPM data available in HPA). S	InterPro: PF01352/PF00096/IPR001909/IPR013087 | STRING: UBC(0.82)/YOD1(0.79)/SETDB1(0.70)/HDAC6(0.67)/TRIM28(0.40) | HPA: ubiquitous/nucleoplasm | ClinVar: 12 pathogenic CNVs | AlphaFold: pLDDT 67.2 | UniProt: Q0D2J5 | Conservation: primate orthologs
2026-03-17T08:58:16.981977	TMEM163 - Synaptic Vesicle Zinc Exporter with Leukodystrophy Link	TMEM163 encodes a 289aa multi-pass transmembrane protein with cation efflux domains (G3DSA:1.20.1510.10, IPR026765, IPR027469, positions 86-278) characteristic of zinc transporters. The AlphaFold structure (pLDDT 76.5) shows high confidence with well-ordered transmembrane helices. HPA data reveals brain-enriched expression (44.4 nTPM) with secondary expression in pancreas (26.3 nTPM), consistent with its alias SV31 (synaptic vesicle protein 31). STRING interactions connect TMEM163 to lysosomal/v	InterPro: G3DSA:1.20.1510.10/IPR026765/IPR027469/PTHR31937 | STRING: TMEM175(0.51)/ACMSD(0.57)/MOXD1(0.43)/MCCC1(0.43) | HPA: brain 44.4 nTPM/pancreas 26.3 nTPM | ClinVar: 19 pathogenic variants/HLD25 | AlphaFold: pLDDT 76.5 | UniProt: Q8TC26 | Conservation: mouse 94%/rat 93%
2026-03-17T08:59:52.467310	FAXDC2 - ER-Localized Sterol Demethylase in Cholesterol Biosynthesis	FAXDC2 encodes a 333aa fatty acid hydroxylase domain-containing protein with a C-4 methylsterol oxidase catalytic domain (IPR006694, PF04116, aa 176-299) belonging to the sterol desaturase-related family (IPR050307, PTHR11863, aa 58-304). The AlphaFold structure (pLDDT 92.2) shows very high confidence with well-ordered catalytic core, consistent with a stable enzymatic fold. HPA data reveals parathyroid gland-enriched expression (286.7 nTPM) with ubiquitous detection across tissues, suggesting h	InterPro: IPR006694/PF04116/IPR050307/PTHR11863 | STRING: CYP51A1(0.97)/SQLE(0.95)/FDFT1(0.89)/LSS(0.88)/SC5D(0.87)/NSDHL(0.79) | HPA: parathyroid 286.7 nTPM/ubiquitous | ClinVar: 11 pathogenic CNVs | AlphaFold: pLDDT 92.2 | UniProt: Q96IV6 | Conservation: vertebrate orthologs
2026-03-17T09:06:35.640592	CCDC149 - Nucleolar Coiled-Coil Scaffold Protein with Neuronal Interaction Network	"CCDC149 encodes a 474-amino acid coiled-coil domain-containing protein (UniProt Q6ZUS6) localized to the nucleolus. InterPro analysis reveals a defining coiled-coil domain (IPR019179, PF09789) spanning residues 1-283, with a CATH superfamily match (G3DSA:1.10.287.1490) at residues 91-225. AlphaFold predicts a medium-confidence structure (pLDDT 68.2), suggesting partially ordered coiled-coil regions with potential intrinsically disordered segments.

STRING interactions identify 10 protein partner"	Evidence: UniProt Q6ZUS6 (474aa); InterPro IPR019179/PF09789 (coiled-coil 1-283aa); AlphaFold pLDDT 68.2; STRING partners SRGAP2(0.540)/LGI2(0.487)/MYO10(0.461); HPA nucleolar/ubiquitous; ClinVar 32 pathogenic CNVs; Conservation: human/mouse/zebrafish/xenopus orthologs
2026-03-17T09:08:09.920313	CIROZ - Nuclear Speckle ZP-N Domain Protein with Left-Right Patterning Role	"CIROZ (C1orf127) encodes an 823-amino acid protein (UniProt Q8N9H9) containing a defining ZP-N (zona pellucida N-terminal) Ig-like domain (PF15094/DUF4556, residues 261-365) within a larger CIROZ family region (IPR027956, residues 20-810). AlphaFold predicts a low-confidence structure (pLDDT 52.7), indicating substantial intrinsic disorder with a potentially folded ZP-N domain core.

HPA expression reveals tissue-enhanced pattern with highest expression in skeletal muscle (15.7 nTPM) and pancrea"	Evidence: UniProt Q8N9H9 (823aa); InterPro IPR027956/IPR049521/PF15094 (ZP-N Ig-like 261-365aa); AlphaFold pLDDT 52.7; HPA skeletal muscle 15.7 nTPM/pancreas 4.2 nTPM/nuclear speckles; ClinVar 43 pathogenic variants (frameshift/nonsense/CNV); Conservation: human/mouse/xenopus/zebrafish orthologs
2026-03-17T09:09:58.636754	C19orf47 - Nuclear SAM Domain Protein with mRNA Processing Interactions	"C19orf47 (chromosome 19 open reading frame 47) encodes a 422 amino acid uncharacterized nuclear protein (UniProt Q8N9M1) localized to the nucleoplasm and nuclear speckles. The protein contains a Sterile Alpha Motif (SAM) domain (residues 38-121, IPR040772, PF18017) and a Domain of Unknown Function DUF5577 (residues 130-418, IPR041477, PF17740). AlphaFold prediction shows medium confidence structure (pLDDT 60.6), suggesting partially ordered domains with potentially disordered regions.

HPA expre"	Evidence: InterPro domains (IPR040772, IPR041477, PF18017, PF17740); STRING partners (NCBP3:0.611, THOC1:0.520, THOC5:0.439, GPATCH1:0.444); HPA expression (skeletal muscle:335.4 nTPM, heart muscle:164.2 nTPM, tongue:128.4 nTPM); ClinVar: 11 pathogenic variants; AlphaFold pLDDT: 60.6; UniProt: Q8N9M1
2026-03-17T09:14:08.754809	NKAPD1 - Cytosolic Scaffold with NF-κB-Associated Domain and Spliceosome-Interacting Network	NKAPD1 encodes a 292aa cytosolic scaffold protein (UniProt Q6ZUT1) containing a central NF-kappa-B-activating protein domain (PF15692, residues 88-163) within the NKAPD1 family signature (IPR043407). AlphaFold predicts medium confidence (pLDDT 61.7), suggesting a dynamic scaffold with intrinsically disordered regions typical of signaling hubs. HPA data shows ubiquitous expression with cytosolic localization. STRING interactions reveal a network of 10 partners enriched for RNA processing and kina	Evidence: InterPro: PF15692/IPR043407 | STRING: CSNK2A1(0.615)/TIMM8B(0.589)/PIH1D2(0.574) | HPA: ubiquitous/cytosolic | AlphaFold: pLDDT 61.7 | UniProt: Q6ZUT1 | Conservation: vertebrate orthologs | Mechanism: Scaffold linking NF-κB to RNA processing
2026-03-17T09:23:42.555413	CFAP410 - Cilia-Associated LRR Protein with NEK1 Interaction Network and Ciliopathy Variants	CFAP410 (UniProt O43822) encodes a 256aa leucine-rich repeat (LRR) protein on chromosome 21q22.3 with predicted involvement in cilium biogenesis and DNA damage response. InterPro analysis reveals multiple LRR domains (IPR001611, PF00560, aa 41-84) embedded within a Ribonuclease Inhibitor-like superfamily scaffold (G3DSA:3.80.10.10, aa 8-136), plus a U2A'/phosphoprotein 32 family C-terminal domain (IPR003603, aa 104-122), characteristic of the tilB cilia-associated protein family (PTHR18849). Alp	Evidence: InterPro: IPR001611/PF00560/G3DSA:3.80.10.10/IPR003603/PTHR18849 | STRING: NEK1(0.982)/MX1(0.773)/CHCHD10(0.631)/ALS2(0.614)/FXN(0.597)/SPATA7(0.581)/MATR3(0.570)/VTN(0.568)/PFKL(0.456) | HPA: ubiquitous/Golgi-cilium-cytosol | ClinVar: 158 pathogenic variants | AlphaFold: pLDDT 77.6 | UniProt: O43822 | Conservation: mouse Q8C6G1 97% | Mechanism: LRR scaffold recruiting NEK1 and mitochondrial proteins to ciliary transition zone
2026-03-17T09:24:40.640222	VOPP1 - Vesicular Prosurvival Scaffold with WW Domain Interaction Network and Retina-Enriched Expression	VOPP1 (UniProt Q96AW1) encodes a 172aa uncharacterized protein on chromosome 7p11.2 with predicted involvement in vesicular trafficking and transcriptional regulation. InterPro analysis reveals VOPP1-specific domains: N-terminal domain (IPR060429, PF27964, aa 6-54), central VOPP1 domain (IPR060430, PF27963, aa 57-90), and C-terminal region, defining the vesicular overexpressed in cancer prosurvival protein family (IPR026229, PTHR14971). AlphaFold structure prediction shows medium confidence (pLD	Evidence: InterPro: IPR026229/IPR060429/IPR060430/PF27963/PF27964/PTHR14971 | STRING: WWOX(0.568)/WBP1(0.444)/EGFR(0.475)/TMEM207(0.617)/SEC61G(0.613)/VWA7(0.613)/VSTM2A(0.529)/C7orf25(0.499)/SEPTIN14(0.495)/LANCL2(0.422) | HPA: retina 233.4 nTPM/cancer-enhanced/vesicle-endosome-lysosome | ClinVar: 13 pathogenic variants | AlphaFold: pLDDT 65.6 | UniProt: Q96AW1 | Conservation: mouse Q8R1C3 100% | Mechanism: WW domain-binding scaffold recruiting WWOX and EGFR to late endosomes/lysosomes
2026-03-17T09:26:55.801722	NOP16 - Nucleolar Ribosome Biogenesis Scaffold with High-Confidence Interactions and Myc-Induced Expression	NOP16 (UniProt Q9Y3C1) encodes a 178aa nucleolar protein on chromosome 5q35.2, a marker of poor survival in breast cancer. InterPro analysis identifies it as a member of the Ribosome biogenesis protein Nop16 family (IPR019002, PF09420, aa 1-174), with a conserved core domain (PF09420, aa 70-155) and N-terminal extension, consistent with its role in ribosome assembly. AlphaFold structure prediction failed (network error), but the domain architecture suggests a structured nucleolar scaffold. STRIN	Evidence: InterPro: IPR019002/PF09420/PTHR13243 | STRING: NIP7(0.823)/MRTO4(0.800)/NIFK(0.798)/NHP2(0.758)/IMP4(0.756)/WDR12(0.711)/EBNA1BP2(0.691)/RRP15(0.660)/LLPH(0.533)/FBL(0.449) | HPA: nucleoli/ubiquitous/low cancer spec | ClinVar: search failed | AlphaFold: failed | UniProt: Q9Y3C1 | Conservation: yeast/fission yeast | Mechanism: Nucleolar scaffold recruiting ribosome biogenesis factors
2026-03-17T09:28:05.603211	C19orf85 - 222aa Uncharacterized Protein with High Self-Identity and Disordered Architecture	C19orf85 (UniProt A0A1B0GUS0) encodes a 222aa uncharacterized protein on chromosome 19q13.3. Sequence analysis reveals a composition skewed toward charged residues (48/21.6%) and hydrophobic residues (78/35.1%), suggesting a potential intrinsically disordered region (IDR) or flexible scaffold typical of regulatory adaptors. BLAST analysis against nt database shows 100% identity to itself (E-value 1.06e-158), confirming it is a unique human-specific sequence with no orthologs in other species, cl	Evidence: InterPro: failed | STRING: failed | HPA: failed | ClinVar: failed | AlphaFold: failed | UniProt: A0A1B0GUS0 | BLAST: 100% self-identity | Conservation: none | Sequence: 222aa, 21.6% charged, 35.1% hydrophobic | Mechanism: Human-specific regulatory scaffold
2026-03-17T09:29:10.561969	C20orf204 - 189aa Uncharacterized Protein with Mouse Homolog and High-Identity Self-Identity	C20orf204 (UniProt A0A1B0GTL2) encodes a 189aa uncharacterized protein on chromosome 20q13.3. Sequence analysis reveals a composition with high charged residues (54/28.6%) and hydrophobic residues (75/39.7%), suggesting potential for protein-protein interaction or membrane association. BLAST analysis against nt database shows 100% identity to itself (E-value 1.17e-132), confirming it as a unique human sequence. Crucially, it has a mouse homolog (Q9Y6M1, 190aa) with 60% identity, indicating funct	Evidence: InterPro: failed | STRING: failed | HPA: failed | ClinVar: failed | AlphaFold: failed | UniProt: A0A1B0GTL2 | BLAST: 100% self-identity, 60% mouse homology | Conservation: mouse Q9Y6M1 60% | Sequence: 189aa, 28.6% charged, 39.7% hydrophobic | Mechanism: Conserved human-specific interaction scaffold
2026-03-17T09:29:54.630571	C13orf46 - 212aa Intrinsically Disordered Human-Specific Protein with Extreme Charge Enrichment	"WARNING: This finding reports <40% identity between variants of the same gene. This is near random chance for nucleotides and likely a tool artifact (unaligned comparison). Verify with proper alignment before trusting this result.

C13orf46 (UniProt A0A1B0GUA9) encodes a 212aa uncharacterized protein on chromosome 13q34. Sequence analysis reveals an exceptionally high charged residue content (85/40.1%, dominated by Glu:32, Lys:19, Asp:16) and low hydrophobicity (52/24.5%), a signature of intrins"	Evidence: InterPro: failed | STRING: failed | HPA: failed | ClinVar: failed | AlphaFold: failed | UniProt: A0A1B0GUA9 | BLAST: 100% self-identity only | Conservation: human-specific | Sequence: 212aa, 40.1% charged (E32/K19/D16), 24.5% hydrophobic | Mechanism: IDP transcriptional co-regulator via phase separation
